Robotech: The Macross Saga,GBA,2002,Shooter
Yu Yu Hakusho: Dark Tournament,PS2,N/A,Fighting
MTV Celebrity Deathmatch,XB,2003,Fighting
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action
Conflict Zone,PS2,2002,Strategy
Tony Hawk's American Sk8land,DS,2005,Sports
de Blob 2,PS3,2011,Platform
The BIGS 2,X360,2009,Sports
BloodRayne,XB,2002,Shooter
Hannah Montana: The Movie,X360,2009,Adventure
50 Cent: Blood on the Sand,X360,2009,Shooter
Bratz: Girlz Really Rock,Wii,2008,Action
NHL 2K6,XB,2005,Sports
Tenchu: Return From Darkness,XB,2004,Action
World Poker Tour,PS2,2005,Misc
Prison Break: The Conspiracy,X360,2010,Action
Neo Contra,PS2,2004,Shooter
MVP Baseball,PSP,2005,Sports
GRID Autosport,PS3,2014,Racing
Ghostbusters II,2600,N/A,Action
Breakaway IV,2600,N/A,Puzzle
RealSports Baseball,2600,1981,Sports
Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy
Metal Gear Solid V: The Phantom Pain,X360,2015,Action
Hasbro Family Game Night 3,X360,2010,Misc
G.I. Joe: The Rise of Cobra,PS3,2009,Action
Rayman Raving Rabbids,X360,2007,Misc
Viewtiful Joe 2,PS2,2004,Action
Quake III: Revolution,PS2,2001,Shooter
Pac-Man World 3,PS2,2005,Platform
Naruto: Clash of Ninja (JP sales),GC,2003,Fighting
Robotech: Battlecry,XB,N/A,Shooter
NOëL: NOT DiGITAL,PS,1996,Adventure
Transformer: Rise of the Dark Spark,PS4,2014,Action
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure
Senran Kagura 2: Deep Crimson,3DS,2014,Action
Marvel Super Hero Squad,PSP,2009,Fighting
The Chronicles of Narnia: Prince Caspian,DS,2008,Action
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports
HBO Boxing,PS,2000,Fighting
Yoga Wii,Wii,2009,Sports
Darkwatch,XB,2005,Shooter
Cabela's Survival: Shadows of Katmai,Wii,2011,Sports
Prince of Persia: Revelations,PSP,2005,Adventure
Bass Pro Shops: The Strike,X360,2009,Sports
Front Mission 5: Scars of the War,PS2,2005,Strategy
Maximo vs Army of Zin,PS2,2003,Platform
The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform
Namco Museum Megamix,Wii,2010,Misc
Wedding Dash,DS,2009,Action
Hot Shots Tennis: Get a Grip,PSP,2010,Sports
Summoner 2,PS2,2002,Role-Playing
The Land Before Time: Big Water Adventure,PS,2002,Platform
Shadow of Destiny,PS2,2001,Adventure
Valkyria Chronicles III: Unrecorded Chronicles,PSP,N/A,Strategy
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports
Disney's Planes,WiiU,2013,Simulation
Brunswick Pro Bowling,PSP,2007,Sports
World Series of Poker,PSP,2005,Misc
ClayFighter 63 1/3,N64,1997,Fighting
Monopoly,N64,1999,Misc
WCW Nitro,N64,1998,Fighting
Cruis'n Exotica,N64,2000,Racing
Gex 3: Deep Cover Gecko,N64,1999,Platform
WinBack: Covert Operations,N64,1999,Shooter
Heroes of Ruin,3DS,2012,Role-Playing
WipeOut 3 The Game,X360,2012,Action
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing
SBK Superbike World Championship,X360,2008,Racing
The King of Fighters '96,SAT,1996,Fighting
Bionicle,GC,2003,Action
WRC: FIA World Rally Championship,PS3,N/A,Racing
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing
Threads of Fate,PS,1999,Role-Playing
PoPoLoCrois Monogatari II,PS,2000,Role-Playing
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform
Vampire Rain,X360,2007,Action
Way of the Samurai 3,X360,2009,Action
Deus Ex: The Conspiracy,PS2,2002,Action
Unreal II: The Awakening,XB,2004,Shooter
Rumble Racing,PS2,2001,Racing
Spider-Man: Web of Shadows,PS2,2008,Action
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing
Batman Begins,XB,2005,Action
Just Dance: Greatest Hits,Wii,2012,Misc
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports
Shrek: Reekin' Havoc,GBA,2003,Platform
Solatorobo: Red the Hunter,DS,2010,Role-Playing
Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing
JSRF: Jet Set Radio Future,XB,2002,Action
NHL Hitz 20-02,GC,2001,Sports
The Last Airbender,Wii,2010,Action
NCAA Football 2003,GC,2002,Sports
StokEd,X360,2009,Sports
Rollcage,PS,1999,Racing
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports
Project: Snowblind,PS2,2005,Action
Tony Hawk's Motion,DS,2008,Sports
Super Robot Taisen K,DS,2009,Strategy
Mortal Kombat: Special Forces,PS,2000,Fighting
LEGO The Hobbit,PSV,2014,Action
Rayman Legends,PSV,2014,Platform
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing
Wacky Races: Crash & Dash,DS,2008,Racing
I Spy: Castle,DS,2011,Puzzle
Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing
Greg Hastings Paintball 2,X360,2010,Shooter
Evil Dead: Regeneration,PS2,2005,Action
Dead to Rights: Retribution,X360,2010,Shooter
NCAA March Madness 07,X360,2007,Sports
NHL 2003,XB,2002,Sports
Marvel Super Hero Squad: Comic Combat,PS3,2011,Action
X-Men: Children of the Atom,SAT,1995,Fighting
Barbie Fashion Show: An Eye for Style,DS,2008,Misc
Tiger Woods PGA Tour,PSP,2005,Sports
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure
NHL 2K3,PS2,2002,Sports
Heisei Kyouiku linkai DS,DS,2006,Misc
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc
Pro Yaky? Spirits 2010,PS3,2010,Sports
The Naked Brothers Band: The Video Game,Wii,2008,Misc
Final Fight One,GBA,2001,Fighting
Rune Factory: Tides of Destiny,Wii,2011,Role-Playing
The Amazing Spider-Man (Console Version),DS,2012,Action
NCAA Football 10,PSP,2009,Sports
Gallop Racer 2003: A New Breed,PS2,2002,Sports
Dawn of Discovery,Wii,2009,Simulation
BeyBlade VForce: Super Tournament Battle,GC,2002,Action
Outlaw Golf 2,XB,2004,Sports
Little Battlers eXperience: Baku Boost,3DS,2012,Action
Anarchy Reigns,PS3,2012,Action
CSI: Deadly Intent,X360,2009,Adventure
Defiance,PC,2013,Shooter
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports
LEGO Ninjago: Shadow of Ronin,3DS,2015,Action
Bugs Bunny & Taz: Time Busters,PS,2000,Adventure
Need for Speed Carbon: Own the City,DS,2006,Racing
Dragon Ball Z: Sagas,GC,2005,Fighting
Kung Fu Rider,PS3,2010,Action
Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action
X2: Wolverine's Revenge,XB,2003,Platform
Power Rangers: Wild Force,GBA,2002,Action
The Wolf Among Us,PS4,2014,Adventure
Thrillville,PSP,2006,Strategy
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy
Attack on Titan (KOEI),PS4,2016,Action
The King of Fighters '95,NG,1995,Fighting
Discovery Kids: Pony Paradise,DS,2009,Simulation
Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc
Cabela's North American Adventures,Wii,2010,Sports
Enchanted Arms,PS3,2007,Role-Playing
Beyblade G-Revolution,GBA,2004,Action
WWE All Stars,Wii,2011,Fighting
Trade & Battle: Card Hero,GB,2000,Strategy
World Championship Cards,PSP,2008,Misc
You Don't Know Jack,X360,2011,Misc
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure
NBA Live 15,XOne,2014,Sports
Capcom Fighting Evolution,PS2,2004,Fighting
Frogger 3D,3DS,2011,Action
SD Gundam GNext,SNES,1995,Strategy
Backyard NFL Football 2006,PS2,2005,Sports
NASCAR Heat 2002,XB,2001,Racing
Planet 51,Wii,2009,Action
Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle
DarkStar One: Broken Alliance,X360,2010,Simulation
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports
Sengoku Basara 2 Heroes,PS2,2007,Action
Buzz! The Schools Quiz,PS2,2008,Misc
Two Worlds II,PC,2011,Role-Playing
Suikoden Tactics,PS2,2005,Strategy
NCAA March Madness 06,XB,2005,Sports
Major League Baseball 2K11,PS3,2011,Sports
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation
Phantasy Star Online,DC,2000,Role-Playing
Crazy Taxi 3: High Roller,XB,2002,Racing
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing
Just Dance 2: Extra Songs,Wii,2011,Misc
Midnight Club 3: DUB Edition Remix,XB,2006,Racing
International Superstar Soccer 2000,PS2,2000,Sports
"Warhammer 40,000: Space Marine",PC,2011,Shooter
CandyLand / Chutes & Ladders / Memory,GBA,2005,Misc
The Bible Game,PS2,2005,Misc
Drift King Shutokou Battle '94,SNES,1994,Racing
Shining Blade,PSP,2012,Role-Playing
Fairy Fencer F,PS3,2013,Role-Playing
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing
The Ultimate Red Ball Challenge,Wii,2009,Misc
PBR: Out of the Chute,PS2,2008,Sports
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports
Arcana Heart 3,PS3,2011,Fighting
Tekken 3D: Prime Edition,3DS,2012,Fighting
Deal or No Deal: The Banker is Back!,DS,2008,Misc
Jillian Michaels' Fitness Adventure,X360,2011,Misc
MLB 10: The Show,PSP,2010,Sports
State of Decay,XOne,2015,Strategy
Ashes Cricket 2009,X360,2009,Sports
Saturday Night Speedway,PS2,2004,Racing
Bratz: Rock Angelz,GC,2005,Misc
Langrisser III,SAT,1996,Strategy
Samurai Spirits (CD),NG,1994,Fighting
MLB SlugFest 20-03,XB,2002,Sports
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action
Spectrobes: Origins,Wii,2009,Role-Playing
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter
Pitfall: The Lost Expedition,PS2,2004,Platform
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing
From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting
Assassin's Creed Syndicate,PC,2015,Action
Rocket Power: Zero Gravity Zone,GBA,2003,Sports
Le Mans 24 Hours,PS2,2001,Racing
XCOM 2,PC,2016,Strategy
International Cricket 2010,PS3,2010,Sports
ESPN MLB Baseball,PS2,2004,Sports
Neighborhood Games,Wii,2009,Misc
All Star Pro-Wrestling,PS2,2000,Fighting
Way of the Samurai 4,PS3,2011,Action
Clive Barker's Jericho,PS3,2007,Shooter
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation
Captain America: Super Soldier,PS3,2011,Action
MLB 12: The Show,PSV,2012,Sports
The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform
NHL 17,PS4,2016,Sports
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter
Camping Mama: Outdoor Adventures,DS,2011,Simulation
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action
NBA 2K2,XB,2002,Sports
X2: Wolverine's Revenge,GBA,2003,Platform
7th Dragon 2020,PSP,2011,Role-Playing
Cars,XB,2006,Racing
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc
Imagine: Babyz Fashion,DS,2009,Simulation
Spy Hunter,GC,2002,Racing
Warriors Orochi,PSP,2008,Action
Dead to Rights II,PS2,2005,Shooter
Super Dodge Ball Advance,GBA,2001,Sports
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing
Ridge Racer 6,X360,2005,Racing
Angry Birds Star Wars,PS4,2013,Strategy
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc
Press Your Luck 2010 Edition,DS,2009,Misc
Treasure World,DS,2009,Simulation
Front Mission Evolved,X360,2010,Shooter
Body and Brain Connection,X360,2010,Misc
MDK,PS,1997,Shooter
Monster Jam,X360,2007,Racing
Afro Samurai,PS3,2009,Action
Rock Band Track Pack: Classic Rock,PS2,2009,Misc
Zone of the Enders HD Collection,X360,2012,Simulation
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform
Speed Punks,PS,1998,Racing
The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing
No More Heroes: Heroes' Paradise,PS3,2010,Action
Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle
Saints Row IV,XOne,2015,Action
Injustice: Gods Among Us,WiiU,2013,Fighting
MVP Baseball 2003,XB,2003,Sports
CSI: Unsolved!,DS,2010,Adventure
Star Wars: Battlefront,PC,2004,Shooter
NCAA Final Four 2004,PS2,2003,Sports
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action
Tigger's Honey Hunt,N64,2000,Platform
Famista 64,N64,N/A,Sports
Roadsters 99,N64,1999,Racing
Magical Tetris Challenge,N64,1997,Puzzle
Twisted Edge Extreme Snowboarding,N64,1998,Sports
Disney's Tarzan,N64,2000,Platform
South Park Rally,N64,2000,Racing
Body Harvest,N64,1998,Shooter
San Francisco Rush 2049,N64,2000,Racing
Super Robot Taisen 64,N64,1999,Strategy
Snowboard Kids,N64,1996,Sports
NBA 07,PSP,2006,Sports
IHRA Drag Racing 2004,XB,2003,Racing
Shining Hearts,PSP,2010,Role-Playing
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation
Code of Princess,3DS,2012,Action
Tomb Raider: Underworld,DS,2008,Action
The Con,PSP,2005,Fighting
Tony Hawk's Pro Skater 5,PS4,2015,Sports
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc
Namco Museum: 50th Anniversary,GBA,2005,Misc
Ford Racing Off Road,PS2,2008,Racing
The Witch and the Hundred Knight,PS3,2013,Role-Playing
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy
Hot Wheels: Track Attack,Wii,2010,Racing
Schlag den Raab,Wii,2010,Misc
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports
Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy
The BIGS 2,PS2,2009,Sports
Mat Hoffman's Pro BMX 2,XB,2002,Sports
Treasure Hunter G,SNES,1996,Role-Playing
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing
From Russia With Love,XB,2005,Action
Wing Arms,SAT,1994,Shooter
Dead Space 3,PC,N/A,Action
Pro Yaky? Spirits 2013,PS3,2013,Sports
We Wish You A Merry Christmas,Wii,2009,Action
BioShock The Collection,PS4,2016,Shooter
DanceDanceRevolution,PS3,2010,Simulation
Cabela's Big Game Hunter (2008),PS2,2007,Sports
Grandia II,DC,2000,Role-Playing
Namco Museum Vol.4,PS,1996,Misc
The Cheetah Girls: Passport to Stardom,DS,2008,Misc
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports
How to Train Your Dragon 2,X360,2014,Adventure
Shark Tale,XB,2004,Action
NFL Street 2,GC,2004,Sports
Pro Yaky? Spirits 2013,PSP,2013,Sports
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action
My Secret World by Imagine,DS,2008,Misc
Soldier of Fortune: Payback,X360,2007,Shooter
Ridge Racer,PSV,2011,Racing
Bleach: The 3rd Phantom,DS,2008,Role-Playing
Gladius,PS2,2003,Strategy
Family Feud: 2012 Edition,Wii,2011,Misc
Dave Mirra Freestyle BMX 2,XB,2001,Sports
Spore Hero Arena,DS,2009,Simulation
Pro Yaky? Spirits 2012,PSP,2012,Sports
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform
Record of Agarest War,X360,2008,Role-Playing
Baja: Edge of Control,X360,2008,Racing
Sid Meier's Pirates!,PSP,2007,Strategy
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc
Taiko Drum Master,PS2,2004,Misc
High School Musical 3: Senior Year DANCE!,X360,2008,Misc
Harry Potter and the Goblet of Fire,PSP,2005,Action
Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle
South Park: The Stick of Truth,PC,2014,Role-Playing
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter
Tetris Worlds (Online Edition),XB,2003,Puzzle
Armored Core 4,PS3,2006,Simulation
Sleeping Dogs,XOne,2014,Action
Forgotten Realms: Demon Stone,PS2,2004,Action
Super Baseball Simulator 1.000,SNES,1991,Sports
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports
Resident Evil: Revelations,WiiU,2013,Action
Go Play: Lumberjacks,Wii,2009,Simulation
Looney Tunes: Space Race,PS2,2002,Racing
Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle
NASCAR Unleashed,Wii,2011,Racing
Backyard Hockey,GBA,2003,Sports
Playboy: The Mansion,PS2,2005,Simulation
Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports
Shiren the Wanderer,Wii,2008,Role-Playing
Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing
Shaman King: Spirit of Shamans,PS,2002,Action
Tiger Woods PGA Tour 06,PSP,2005,Sports
Conan,X360,2007,Action
Ratatouille,GBA,2007,Action
The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform
Warriors Orochi,X360,2007,Action
MC Groovz Dance Craze,GC,2004,Misc
The Thing,XB,2002,Adventure
Tom and Jerry in House Trap,PS,2000,Action
Power Rangers: Time Force,GBA,2001,Action
101-in-1 Explosive Megamix,DS,2008,Puzzle
X-Men Origins: Wolverine,DS,2009,Action
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing
Family Guy,PSP,2006,Action
Prince of Persia: Warrior Within,GC,2004,Action
UFC: Tapout,XB,2002,Fighting
Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action
Test Drive Unlimited 2,PC,N/A,Racing
Mega Man Legacy Collection,3DS,2016,Platform
Predator: Concrete Jungle,PS2,2005,Action
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action
WipeOut 3 The Game,3DS,2012,Action
Big Mutha Truckers 2,PS2,2005,Racing
Shutter Island,PC,2009,Adventure
The Naked Brothers Band: The Video Game,DS,2008,Misc
Demon Gaze,PSV,2013,Role-Playing
Zombie Army Trilogy,PS4,2015,Shooter
NHL FaceOff 2001,PS2,2001,Sports
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing
The Great Escape,PS2,2003,Action
Dexter's Lab Chess Challenge,GBA,2002,Misc
Nostalgia,DS,2008,Role-Playing
DiRT Showdown,PS3,2012,Racing
Iron Chef America: Supreme Cuisine,DS,2008,Simulation
Arcade Shooting Gallery,Wii,2008,Shooter
The Rise of the Argonauts,PS3,2008,Role-Playing
Big Mutha Truckers,XB,2002,Racing
ESA Foundation Compilation,PS2,2005,Misc
The Hobbit,GBA,2003,Platform
The King of Fighters XI,PS2,2006,Fighting
Ninja Gaiden 3,WiiU,2012,Action
Metro: Last Light,PC,2013,Action
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting
Silent Hill HD Collection,X360,2012,Action
Bound By Flame,PS4,2014,Role-Playing
Conflict: Denied Ops,X360,2008,Shooter
Saw II: Flesh & Blood,PS3,2010,Action
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action
Sniper Elite,PS2,2005,Shooter
Arc Rise Fantasia,Wii,2009,Role-Playing
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005,Action
Dynasty Warriors: Gundam 2,X360,2008,Action
Petz Pony: Beauty Pageant,DS,2009,Simulation
Parlor! Mini 4,SNES,1996,Misc
Breath of Fire II,GBA,2001,Role-Playing
The Spiderwick Chronicles,Wii,2008,Action
Danganronpa 2: Goodbye Despair,PSP,2012,Misc
Aliens vs Predator,PC,2010,Shooter
Ice Age 2: The Meltdown,GC,2006,Platform
Steins;Gate,PSP,2011,Adventure
Enchanted Arms,X360,2006,Role-Playing
Dinotopia: The Timestone Pirates,GBA,2002,Action
Power Pro Kun Pocket 12,DS,2009,Sports
J-League Jikkyou Winning Eleven 3,PS,1997,Sports
The Sims 4: Get Together,PC,2015,Simulation
Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc
Pac-Man & Galaga Dimensions,3DS,2011,Misc
Quantum Theory,PS3,2010,Shooter
Manhunt,XB,2004,Action
NCAA Final Four 2003,PS2,2002,Sports
Air Conflicts: Secret Wars,PS3,2011,Simulation
Rio,Wii,2011,Misc
Dream Salon,DS,2009,Misc
Scene It? Twilight,DS,2010,Misc
Disgaea DS,DS,2008,Role-Playing
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action
Space Invaders Extreme 2,DS,2009,Shooter
X-Men Origins: Wolverine,PSP,2009,Action
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015,Action
Mystery Tales of Time Travel,DS,2010,Puzzle
J-League Excite Stage '96,SNES,1996,Sports
Risen,X360,2009,Role-Playing
Hidden Mysteries: Vampire Secrets,DS,2010,Adventure
New Love Plus,3DS,2012,Simulation
Final Fantasy XI,X360,2006,Role-Playing
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing
Jikkyou J-League Perfect Striker,N64,1996,Sports
Dante's Inferno,PSP,2010,Action
Shrek: Forever After,PS3,2010,Platform
Rock Band Country Track Pack,PS3,2009,Misc
Super Robot Taisen: Scramble Commander,PS2,2003,Strategy
Re-Volt,PS,1998,Racing
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing
Descent,PS,1996,Shooter
Supreme Commander 2,PC,2010,Strategy
DanceMasters,X360,2010,Misc
50 Cent: Blood on the Sand,PS3,2009,Shooter
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure
Need for Speed: The Run,3DS,2011,Action
Jeep Thrills,Wii,2008,Racing
Conflict: Denied Ops,PS3,2008,Shooter
FaceBreaker,X360,2008,Fighting
Major League Baseball 2K12,PS3,2012,Sports
Might & Magic: Clash of Heroes,DS,2009,Role-Playing
Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure
IHRA Professional Drag Racing 2005,PS2,2004,Racing
Mace Griffin: Bounty Hunter,PS2,2003,Shooter
Legacy of Kain: Defiance,XB,2003,Action
Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation
Chaotic: Shadow Warriors,Wii,2009,Action
Majin and the Forsaken Kingdom,X360,2010,Adventure
Trivial Pursuit unhinged,PS2,2004,Misc
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing
Spider-Man: Shattered Dimensions,DS,2010,Action
Aliens versus Predator: Extinction,PS2,2003,Strategy
Plants vs. Zombies,PS3,2011,Strategy
NBA Live 14,XOne,2013,Sports
Silent Scope 2: Dark Silhouette,PS2,2001,Shooter
Dave Mirra Freestyle BMX 2,GBA,2001,Sports
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports
Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure
NHL Hitz Pro,PS2,2003,Sports
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action
Allied General,PS,1996,Strategy
Fire ProWrestling G,PS,1999,Fighting
Kamen Rider: Battride War,PS3,2013,Action
Binary Domain,X360,2012,Action
IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation
Farming Simulator 2015,XOne,2015,Simulation
Armored Core: For Answer,PS3,2008,Simulation
Mahjong: Journey Quest for Tikal,DS,2008,Puzzle
uDraw Studio: Instant Artist,Wii,2011,Misc
Naruto: Ninja Destiny,DS,2006,Fighting
GunGriffon,SAT,1995,Simulation
SingStar Pop Vol.2,PS2,2008,Misc
SNK Arcade Classics Vol. 1,PS2,2008,Misc
Darkstalkers 3,PS,1998,Fighting
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action
Frequency,PS2,2001,Misc
Death Jr.,PSP,2005,Platform
Cars: Race-O-Rama,PS3,2009,Racing
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing
The Polar Express,GBA,2004,Adventure
2002 FIFA World Cup,XB,2002,Sports
Kan Colle Kai,PSV,2016,Action
SpongeBob SquigglePants 3D,3DS,2011,Misc
Jampack: Summer 2003 (RP-T),PS2,2003,Misc
Need for Speed: Shift 2 Unleashed,PC,2011,Racing
Monster 4x4: Stunt Racer,Wii,2009,Racing
Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure
Sudeki,XB,2004,Role-Playing
Rango: The Video Game,PS3,2011,Action
The Amazing Spider-Man (Console Version),3DS,2012,Action
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,2009,Adventure
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing
Hexen,N64,1996,Shooter
Mace: The Dark Age,N64,1997,Fighting
AeroFighters Assault,N64,1997,Action
Puyo Puyo Sun 64,N64,1997,Puzzle
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports
Quake,N64,1998,Shooter
Sesame Street: Elmo's Number Journey,N64,1999,Misc
Disney Magic World 2,3DS,2015,Action
Squeeballs Party,Wii,2009,Puzzle
Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008,Adventure
Where's Waldo? The Fantastic Journey,Wii,2009,Adventure
Family Game Night 4: The Game Show,Wii,2011,Misc
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action
Saints Row IV,PC,2013,Action
Fighter Within,XOne,2013,Fighting
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports
SSX Tricky,GBA,2002,Sports
Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy
Shadows of the Damned,X360,2011,Action
NBA 2K11,PC,2010,Action
Pro Yakyuu Team o Tsukurou!,DS,2008,Sports
Warriors: Legends of Troy,PS3,2011,Action
Jeopardy!,DS,2010,Misc
ESPN International Track & Field,PS2,2000,Sports
Lunar Legend,GBA,2002,Role-Playing
Conflict: Global Terror,PS2,2005,Shooter
Valhalla Knights 3,PSV,2013,Role-Playing
Tamagotchi Party On!,Wii,2006,Misc
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc
Brunswick Pro Bowling,PS3,2010,Sports
Shaun White Skateboarding,PS3,2010,Sports
Hulk,GC,2003,Action
The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Action
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports
Shaun White Skateboarding,Wii,2010,Sports
Boogie,PS2,2007,Misc
Gungrave,PS2,2002,Shooter
Phantasy Star Universe,PS2,2006,Role-Playing
Transworld Surf,PS2,2002,Sports
God Eater Resurrection,PSV,2015,Action
Tenchu: Fatal Shadows,PS2,2004,Action
Active Health with Carol Vorderman,DS,2009,Sports
Escape The Museum,DS,2010,Adventure
The Legend of Spyro: A New Beginning,GC,2006,Platform
International Soccer,2600,1981,Sports
Sing4: The Hits Edition,Wii,2011,Misc
Jewel Master: Cradle of Athena,DS,2010,Puzzle
Princess Maker: Yumemiru Yosei,PS,1997,Strategy
Pet Zombies,3DS,N/A,Simulation
Big Air,PS,1999,Sports
